Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
8,0,10,2,5100,51,223,10,3,1,1,30,1098.04,0
9,0,10,2,2197,30,8,7,3,1,1,30,121.08,1
2,0,37,0,3660,60,0,17,2,1,1,25,167.4,0
0,0,38,0,0,0,0,0,2,1,2,25,0,0
4,0,36,0,1743,49,334,24,2,1,1,25,1583.64,0
4,0,37,0,3488,55,0,35,1,1,1,15,194.865,0
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,0
5,0,37,0,3065,71,7,28,3,1,1,30,153.44,0
0,0,37,0,1650,28,260,18,3,1,1,30,1107.12,0
7,0,36,1,8405,110,119,43,3,1,1,30,816.6,0
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,0
1,0,37,0,3805,72,0,25,3,1,1,30,155.08,0
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,0
3,0,37,0,1528,43,0,17,3,1,2,30,62.84,0
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,0
0,0,37,0,2385,16,458,8,3,1,1,30,1928.04,0
3,0,36,0,14775,171,125,30,2,1,1,25,1235.07,0
0,0,36,0,5790,75,161,26,3,1,1,30,878.6,0
0,0,36,0,165,3,0,11,2,1,2,25,7.56,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0
0,0,36,0,0,0,0,0,2,1,2,25,0,1
0,0,36,0,6798,116,359,43,2,1,1,25,1926.63,0
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,0
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,0
17,0,32,0,245,36,0,17,2,1,2,25,12.645,1
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,0
7,0,35,0,5108,87,1,24,2,1,1,25,238.275,1
0,0,33,0,2130,11,0,14,3,1,1,30,85.64,0
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,1
3,0,35,0,1558,33,9,31,3,1,2,30,99.64,1
0,0,35,0,0,0,0,0,3,1,2,30,0,1
0,0,35,0,958,14,0,6,3,1,1,30,38.88,0
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,0
0,0,35,0,0,0,0,0,4,1,2,45,0,1
0,0,35,0,0,0,0,0,5,1,1,55,0,0
19,0,30,2,15365,227,0,80,2,1,1,25,701.64,0
0,0,33,2,6255,105,246,33,2,2,1,25,1393.2,0
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,0
0,0,34,0,955,33,13,20,3,1,2,30,91.52,0
0,0,35,0,2070,42,150,23,2,1,1,25,770.04,0
0,0,26,0,605,25,168,11,2,2,1,25,784.35,0
0,0,25,0,858,28,5,68,4,1,1,45,34.65,0
0,0,26,0,0,0,0,0,2,1,2,25,0,0
0,0,25,0,0,0,0,0,4,1,2,45,0,0
4,0,24,0,515,21,0,13,2,1,1,25,24.12,0
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,0
0,0,17,0,985,15,3,14,2,1,1,25,58.5,0
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,0
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,0
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,0
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0
0,0,8,0,777,8,0,7,3,1,1,30,31.4,1
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0
0,0,37,0,0,0,0,0,2,1,2,25,0,1
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0
23,0,33,0,955,47,16,17,2,1,2,25,117.09,1
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,0
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0
25,0,31,3,16075,238,0,80,2,1,1,25,734.085,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0
2,0,36,0,3718,82,2,28,2,1,1,25,180,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0
4,1,27,1,1315,36,193,11,2,2,1,25,929.295,1
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0
3,0,9,1,1487,19,0,7,3,1,1,30,60.24,1
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,0
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,0
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,0
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.015,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,0
0,0,37,0,0,0,0,0,2,1,2,25,0,1
3,0,37,0,7508,127,384,43,2,1,1,25,2071.575,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,0
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,0
23,1,33,0,955,47,16,17,2,1,2,25,117.09,1
21,0,36,8,10435,93,1,42,5,1,1,55,159.42,0
13,1,36,1,5818,98,26,24,2,1,1,25,383.22,1
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,0
9,0,35,0,2990,41,9,16,3,1,2,30,157.24,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,1
0,0,36,0,133,2,0,2,3,1,2,30,5.4,1
1,0,36,0,1668,25,0,6,3,1,1,30,67.72,0
3,0,33,1,6785,97,14,22,5,1,1,55,124.23,0
0,0,36,0,628,7,9,4,4,1,2,45,38.375,1
0,0,36,1,338,4,4,2,5,1,1,55,11.13,0
25,1,31,3,16075,238,0,80,2,1,1,25,734.085,0
6,0,34,3,6965,116,271,33,2,2,1,25,1538.145,0
2,0,36,0,3718,82,2,28,2,1,1,25,180,0
3,0,35,0,1665,44,38,20,3,1,2,30,220.36,0
6,0,36,0,2780,53,175,23,2,1,1,25,914.985,0
4,0,27,1,1315,36,193,11,2,2,1,25,929.295,0
4,0,26,0,1568,39,30,68,4,1,1,45,115.175,0
11,0,27,0,700,25,10,7,2,1,2,25,77.625,0
0,0,26,0,825,10,21,3,4,1,2,45,73.375,0
10,0,25,0,1225,32,19,13,2,1,1,25,142.065,0
2,0,25,0,3225,61,8,23,3,1,1,30,163.44,0
2,0,18,0,1695,26,28,14,2,1,1,25,203.445,0
16,0,17,1,6392,141,85,42,2,2,1,25,676.485,0
12,0,15,0,8932,171,73,40,4,1,1,45,410.075,0
8,0,16,3,2852,45,31,19,3,1,1,30,239.88,0
2,0,9,1,4390,40,215,10,3,1,1,30,1037.2,0
3,1,9,1,1487,19,0,7,3,1,1,30,60.24,1
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,0
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,0
8,0,35,1,8810,115,137,41,3,1,1,30,905,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,0
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,0
0,0,35,0,6195,80,179,24,3,1,1,30,967,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,0
0,0,35,0,0,0,0,0,2,1,2,25,0,1
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,0
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,0
18,0,31,0,650,41,9,15,2,1,2,25,71.595,1
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,0
8,1,34,0,5513,92,19,22,2,1,1,25,337.725,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,1
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,1
0,1,34,0,0,0,0,0,3,1,2,30,0,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,0
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,0
0,0,34,0,323,1,2,2,4,1,2,45,13.1,1
0,0,34,0,0,0,0,0,5,1,1,55,0,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0
0,1,25,0,1010,30,186,9,2,2,1,25,883.8,1
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
0,0,23,0,2920,55,1,21,3,1,1,30,123,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0
11,0,15,0,6088,135,78,40,1,2,1,15,771.265,0
7,0,13,0,8628,165,66,38,4,1,1,45,384.825,0
3,0,14,2,2548,39,24,17,3,1,1,30,199.48,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0
0,1,7,0,1183,13,0,5,2,1,2,25,53.82,1
6,0,38,0,4125,68,3,17,2,1,1,25,202.185,0
0,0,39,0,73,2,5,4,2,1,1,25,25.875,0
8,0,37,0,2208,57,357,24,2,1,1,25,1708.425,0
8,0,38,0,3953,63,0,35,1,1,1,15,220.88,0
1,0,38,0,2148,55,0,33,1,1,1,15,121.165,0
9,0,38,1,3530,79,30,28,3,1,1,30,264.36,0
2,0,38,0,2115,36,283,18,3,1,1,30,1218.04,0
11,0,37,2,8870,118,142,43,3,1,1,30,927.52,0
5,0,38,0,13528,166,0,44,3,1,1,30,547.76,0
5,0,38,1,4270,80,0,25,3,1,1,30,174,0
4,0,38,0,5673,92,5,12,2,1,1,25,281.925,0
7,0,38,0,1993,51,6,17,3,1,1,30,105.76,0
23,0,38,3,14895,222,52,32,3,1,1,30,812.68,0
2,0,38,1,2850,24,481,8,3,1,1,30,2038.96,0
7,0,37,0,15240,179,148,30,2,1,1,25,1359.855,0
1,0,37,1,6255,83,184,26,3,1,1,30,989.52,0
0,0,37,0,630,11,0,11,2,1,1,25,28.845,0
0,0,38,0,465,11,11,8,2,1,1,25,70.92,0
0,0,37,0,0,0,0,0,2,1,1,25,0,1
1,0,37,0,7263,124,382,43,2,1,1,25,2051.415,0
5,0,37,1,11220,151,9,47,3,1,1,30,490.84,0
6,0,37,1,6473,72,106,37,2,1,1,25,771.525,0
21,1,33,0,710,44,14,17,2,1,1,25,96.93,1
19,0,36,8,10190,90,0,42,4,1,1,45,257,0
11,1,36,1,5573,95,24,24,2,1,1,25,363.06,1
0,0,34,0,2595,19,0,14,3,1,1,30,104.56,0
7,0,35,0,2745,38,7,16,3,1,1,30,139.32,1
7,1,36,0,2023,41,32,31,3,1,1,30,210.56,1
0,0,36,0,0,0,0,0,3,1,1,30,0,1
0,0,36,0,1423,22,0,6,3,1,1,30,57.8,0
1,0,33,1,6540,94,12,22,4,1,1,45,195.85,0
0,0,36,0,383,4,7,4,4,1,1,45,27.175,1
0,0,36,1,93,1,2,2,5,1,1,55,4.41,0
23,0,31,3,15830,235,0,80,2,1,1,25,722.925,0
4,0,34,3,6720,113,269,33,2,2,1,25,1517.985,0
0,0,36,0,3473,79,0,28,2,1,1,25,159.84,0
1,0,35,0,1420,41,36,20,3,1,1,30,202.44,0
4,0,36,0,2535,50,173,23,2,1,1,25,894.825,0
2,1,27,1,1070,33,191,11,2,2,1,25,909.135,0
2,0,26,0,1323,36,28,68,4,1,1,45,103.975,0
9,0,27,0,455,22,8,7,2,1,1,25,57.465,0
0,0,26,0,580,7,19,3,4,1,1,45,62.175,0
8,0,25,0,980,29,17,13,2,1,1,25,121.905,0
0,0,25,0,2980,58,6,23,3,1,1,30,145.52,0
0,0,18,0,1450,23,26,14,2,1,1,25,183.285,0
14,1,17,1,6148,138,83,42,1,2,1,15,802.23,0
10,0,15,0,8688,168,71,40,4,1,1,45,398.9,0
6,0,16,3,2608,42,29,19,3,1,1,30,222,0
0,0,9,1,4145,37,213,10,3,1,1,30,1019.28,0
1,1,9,1,1243,16,0,7,3,1,1,30,50.36,1
0,0,34,0,4005,62,0,13,2,1,1,25,183.015,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0
2,0,33,0,2088,51,347,20,2,1,1,25,1657.755,0
2,0,34,0,3833,57,0,31,2,1,1,25,175.05,0
0,0,34,0,2028,49,0,29,1,1,1,15,114.235,0
3,0,34,0,3410,73,20,24,2,1,1,25,246.735,0
0,0,34,0,1995,30,273,14,3,1,1,30,1173,0
5,0,33,0,8750,112,132,39,3,1,1,30,882.48,0
0,0,34,0,13408,160,0,40,3,1,1,30,542.72,0
0,0,34,0,4150,74,0,21,3,1,1,30,168.96,0
0,0,34,0,5553,86,0,8,2,1,1,25,253.755,0
1,0,34,0,1873,45,0,13,3,1,2,30,76.72,0
17,0,34,1,14775,216,42,28,2,1,1,25,863.595,0
0,0,34,0,2730,18,471,4,3,1,1,30,1993.92,0
1,0,33,0,15120,173,138,26,2,1,1,25,1309.185,0
0,0,33,0,6135,77,174,22,3,1,1,30,944.48,0
0,0,33,0,510,5,0,7,2,1,2,25,23.175,0
0,0,34,0,345,5,1,4,2,1,2,25,20.25,0
0,0,33,0,0,0,0,0,2,1,2,25,0,1
0,0,33,0,7143,118,372,39,2,1,1,25,2000.745,0
0,0,33,0,11100,145,0,43,3,1,1,30,449.8,0
0,0,33,0,6353,66,96,33,2,1,1,25,720.855,0
15,0,29,0,590,38,4,13,2,1,2,25,46.26,1
13,0,32,6,10070,84,0,38,4,1,1,45,253.85,0
5,1,32,0,5453,89,14,20,2,1,1,25,312.39,1
0,0,30,0,2475,13,0,10,3,1,1,30,99.52,0
1,1,31,0,2625,32,0,12,2,1,2,25,119.565,1
1,0,32,0,1903,35,22,27,3,1,2,30,165.52,1
0,1,32,0,0,0,0,0,2,1,2,25,0,1
0,0,32,0,1303,16,0,2,3,1,1,30,52.76,0
0,0,29,0,6420,88,2,18,4,1,1,45,167.7,0
0,0,32,0,263,1,0,1,3,1,2,30,10.56,1
0,0,32,0,0,0,0,0,4,1,1,45,0,0
17,0,27,1,15710,229,0,76,2,1,1,25,717.255,0
0,0,30,1,6600,107,259,29,2,2,1,25,1467.315,0
0,0,32,0,3353,73,0,24,2,1,1,25,154.17,0
0,0,31,0,1300,35,26,16,3,1,2,30,157.4,0
0,0,32,0,2415,44,163,19,2,1,1,25,844.155,0
0,0,23,0,950,27,181,7,2,2,1,25,858.465,0
0,0,22,0,1203,30,18,64,4,1,1,45,75.825,0
3,0,23,0,335,16,0,3,2,1,2,25,15.795,0
0,0,22,0,0,0,9,0,4,1,2,45,22.5,0
2,0,21,0,860,23,7,9,2,1,1,25,71.235,0
0,0,21,0,2860,52,0,19,3,1,1,30,116.48,0
0,0,14,0,1330,17,16,10,2,1,1,25,132.615,0
8,0,13,0,6028,132,73,38,1,2,1,15,740.3,0
4,0,11,0,8568,162,61,36,4,1,1,45,370.75,0
0,0,12,1,2488,36,19,15,3,1,1,30,176.96,0
0,0,5,0,4025,31,203,6,3,1,1,30,974.24,0
0,1,5,0,1123,10,0,3,2,1,2,25,50.985,1
4,0,40,0,4145,67,8,19,2,1,1,25,225.54,0
0,0,41,0,93,1,10,6,2,1,2,25,49.23,0
6,0,39,0,2228,56,362,26,2,1,1,25,1731.78,0
6,0,40,0,3973,62,4,37,2,1,1,25,199.575,0
0,0,40,0,2168,54,5,35,1,1,1,15,149.71,0
7,0,40,1,3550,78,35,30,3,1,1,30,285.12,0
0,0,40,0,2135,35,288,20,3,1,1,30,1238.8,0
9,0,39,2,8890,117,147,45,3,1,1,30,948.28,0
3,0,40,0,13548,165,3,46,3,1,1,30,560.52,0
3,0,40,1,4290,79,5,27,3,1,1,30,194.76,0
2,0,40,0,5693,91,10,14,2,1,1,25,305.28,0
5,0,40,0,2013,50,11,19,3,1,2,30,126.52,0
21,0,40,3,14915,221,57,34,3,1,1,30,833.44,0
0,0,40,1,2870,23,486,10,3,1,1,30,2059.72,0
5,0,39,0,15260,178,153,32,2,1,1,25,1383.21,0
0,0,39,1,6275,82,189,28,3,1,1,30,1010.28,0
0,0,39,0,650,10,3,13,2,1,2,25,43.2,0
0,0,40,0,485,10,16,10,2,1,2,25,94.275,0
0,0,39,0,0,0,3,0,2,1,2,25,13.5,1
0,0,39,0,7283,123,387,45,2,1,1,25,2074.77,0
3,0,39,1,11240,150,14,49,3,1,1,30,511.6,0
4,0,39,1,6493,71,111,39,2,1,1,25,794.88,0
19,0,35,0,730,43,19,19,2,1,2,25,120.285,1
17,0,38,8,10210,89,4,44,4,2,1,45,267.475,0
9,0,38,1,5593,94,29,26,2,1,1,25,386.415,1
0,0,36,0,2615,18,3,16,3,1,1,30,117.32,0
5,1,37,0,2765,37,12,18,2,1,2,25,180.09,1
5,0,38,0,2043,40,37,33,3,1,2,30,231.32,1
0,0,38,0,0,0,3,0,3,1,2,30,12,1
0,0,38,0,1443,21,3,8,3,1,1,30,70.56,0
0,0,35,1,6560,93,17,24,4,1,1,45,208.825,0
0,1,38,0,403,3,12,6,4,1,2,45,40.15,1
0,0,38,1,0,0,7,0,5,1,1,55,10.5,0
21,0,33,3,15850,234,3,82,2,1,1,25,737.28,0
2,0,36,3,6740,112,274,35,2,2,1,25,1541.34,0
0,0,38,0,3493,78,5,30,2,1,1,25,183.195,0
0,0,37,0,1440,40,41,22,3,1,2,30,223.2,0
2,0,38,0,2555,49,178,25,2,1,1,25,918.18,0
0,0,29,1,1090,32,196,13,2,2,1,25,932.49,0
0,0,28,0,1343,35,33,70,4,1,1,45,116.95,0
7,0,29,0,475,21,13,9,2,1,2,25,80.82,0
0,0,28,0,600,6,24,5,4,1,2,45,75.15,0
6,0,27,0,1000,28,22,15,2,1,1,25,145.26,0
0,0,27,0,3000,57,11,25,3,1,1,30,166.28,0
0,0,20,0,1470,22,31,16,2,1,1,25,206.64,0
12,0,19,1,6168,137,88,44,1,2,1,15,830.775,0
8,0,17,0,8708,167,76,42,4,1,1,45,411.875,0
4,0,18,3,2628,41,34,21,3,1,1,30,242.76,0
0,0,11,1,4165,36,218,12,3,1,1,30,1040.04,0
0,1,11,1,1263,15,3,9,3,1,1,30,63.12,1
2,0,32,0,3985,63,0,11,2,1,1,25,182.16,0
0,0,33,0,0,0,0,0,2,1,2,25,0,0
4,0,31,0,2068,52,342,18,2,1,1,25,1634.4,0
4,0,32,0,3813,58,0,29,1,1,1,15,212.905,0
0,0,32,0,2008,50,0,27,1,1,1,15,113.19,0
5,0,32,0,3390,74,15,22,2,1,1,25,223.38,0
0,0,32,0,1975,31,268,12,3,1,1,30,1152.24,0
7,0,31,0,8730,113,127,37,3,1,1,30,861.72,0
1,0,32,0,13388,161,0,38,3,1,1,30,541.96,0
1,0,32,0,4130,75,0,19,3,1,1,30,168.2,0
0,0,32,0,5533,87,0,6,2,1,1,25,252.9,0
3,0,32,0,1853,46,0,11,3,1,2,30,75.96,0
19,0,32,1,14755,217,37,26,3,1,1,30,746.88,0
0,0,32,0,2710,19,466,2,3,1,1,30,1973.16,0
3,0,31,0,15100,174,133,24,2,1,1,25,1285.83,0
0,0,31,0,6115,78,169,20,3,1,1,30,923.72,0
0,0,31,0,490,6,0,5,2,1,2,25,22.32,0
0,0,32,0,325,6,0,2,2,1,2,25,14.895,0
0,0,31,0,0,0,0,0,2,1,2,25,0,1
0,0,31,0,7123,119,367,37,2,1,1,25,1977.39,0
1,0,31,0,11080,146,0,41,3,1,1,30,449.04,0
2,0,31,0,6333,67,91,31,2,1,1,25,697.5,0
17,0,27,0,570,39,0,11,2,1,2,25,27.405,1
15,0,30,6,10050,85,0,36,4,1,1,45,253.375,0
7,0,30,0,5433,90,9,18,2,1,1,25,289.035,1
0,0,28,0,2455,14,0,8,3,1,1,30,98.76,0
3,1,29,0,2605,33,0,10,2,1,2,25,118.71,1
3,0,30,0,1883,36,17,25,3,1,2,30,144.76,1
0,0,30,0,0,0,0,0,2,1,2,25,0,1
0,0,30,0,1283,17,0,5,3,1,1,30,52,0
0,0,27,0,6400,89,0,16,4,1,1,45,162.225,0
0,1,30,0,0,0,0,0,4,1,2,45,0,1
0,0,30,0,0,0,0,0,4,1,1,45,0,0
19,0,25,1,15690,230,0,74,2,1,1,25,716.4,0
0,0,28,1,6580,108,254,27,2,2,1,25,1443.96,0
0,0,30,0,3333,74,0,22,2,1,1,25,153.315,0
0,0,29,0,1280,36,21,14,3,1,2,30,136.64,0
0,0,30,0,2395,45,158,17,2,1,1,25,820.8,0
0,0,21,0,930,28,176,5,2,2,1,25,835.11,0
0,0,20,0,1183,31,13,62,4,1,1,45,62.85,0
5,0,21,0,315,17,0,1,2,1,2,25,14.94,0
0,0,20,0,0,0,4,0,4,1,2,45,10,0
4,0,19,0,840,24,2,7,2,1,1,25,47.88,0
0,0,19,0,2840,53,0,17,3,1,1,30,115.72,0
0,0,12,0,1310,18,11,8,2,1,1,25,109.26,0
10,0,11,0,6008,133,68,36,1,2,1,15,711.755,0
6,0,9,0,8548,163,56,34,4,1,1,45,357.775,0
2,0,10,1,2468,37,14,13,3,1,1,30,156.2,0
0,0,3,0,4005,32,198,4,3,1,1,30,953.48,0
0,0,3,0,1103,11,0,1,2,1,1,25,50.13,1
8,0,42,0,4325,75,13,21,3,1,1,30,228,0
0,0,43,0,273,9,15,8,2,1,2,25,80.19,0
10,0,41,0,2408,64,367,28,3,1,1,30,1566.88,0
10,0,42,0,4153,70,9,39,1,1,1,15,281.765,0
3,0,42,0,2348,62,10,37,1,1,1,15,187.55,0
11,0,42,1,3730,86,40,32,3,1,1,30,312.64,0
4,0,42,0,2315,43,293,22,3,1,1,30,1266.32,0
13,0,41,2,9070,125,152,47,3,1,1,30,975.8,0
7,0,42,0,13728,173,8,48,3,1,1,30,588.04,0
7,0,42,1,4470,87,10,29,3,1,1,30,222.28,0
6,0,42,0,5873,99,15,16,3,1,1,30,298.88,0
9,1,42,0,2193,58,16,21,3,1,2,30,154.04,0
25,0,42,3,15095,229,62,36,3,1,1,30,860.96,0
4,0,42,1,3050,31,491,12,3,1,1,30,2087.24,0
9,0,41,0,15440,186,158,34,2,1,1,25,1414.17,0
3,0,41,1,6455,90,194,30,3,1,1,30,1037.8,0
0,0,41,0,830,18,8,15,2,1,2,25,74.16,0
2,0,42,0,665,18,21,12,3,1,2,30,111.32,0
0,0,41,0,0,0,8,0,2,1,2,25,36,1
3,0,41,0,7463,131,392,47,2,1,1,25,2105.73,0
7,0,41,1,11420,158,19,51,4,1,1,45,336.95,0
8,0,41,1,6673,79,116,41,2,1,1,25,825.84,0
23,1,37,0,910,51,24,21,2,1,2,25,151.245,1
21,1,40,8,10390,97,9,46,5,2,1,55,170.805,0
13,0,40,1,5773,102,34,28,2,1,1,25,417.375,0
1,0,38,0,2795,26,8,18,3,1,1,30,144.84,0
9,1,39,0,2945,45,17,20,3,1,2,30,187.6,1
9,0,40,0,2223,48,42,35,3,1,2,30,258.84,1
0,0,40,0,88,6,8,6,3,1,2,30,35.76,1
1,0,40,0,1623,29,8,10,3,1,1,30,98.08,0
3,0,37,1,6740,101,22,26,5,1,1,55,135.615,0
0,1,40,0,583,11,17,8,4,1,2,45,57.35,1
0,0,40,1,293,8,12,6,5,1,1,55,22.515,0
25,0,35,3,16030,242,8,84,2,1,1,25,768.24,0
6,0,38,3,6920,120,279,37,2,2,1,25,1572.3,0
2,0,40,0,3673,86,10,32,2,1,1,25,214.155,0
3,0,39,0,1620,48,46,24,3,1,2,30,250.72,0
6,0,40,0,2735,57,183,27,2,1,1,25,949.14,0
4,0,31,1,1270,40,201,15,2,2,1,25,963.45,0
4,0,30,0,1523,43,38,72,4,1,1,45,134.15,0
11,0,31,0,655,29,18,11,2,1,2,25,111.78,0
0,0,30,0,780,14,29,7,4,1,2,45,92.35,0
10,0,29,0,1180,36,27,17,2,1,1,25,176.22,0
2,0,29,0,3180,65,16,27,3,1,1,30,193.8,0
2,0,22,0,1650,30,36,18,2,1,1,25,237.6,0
16,0,21,1,6348,145,93,46,2,2,1,25,710.685,0
12,0,19,0,8888,175,81,44,4,1,1,45,429.075,0
8,0,20,3,2808,49,39,23,3,1,1,30,270.28,0
2,0,13,1,4345,44,223,14,3,1,1,30,1067.56,0
3,0,13,1,1443,23,8,11,3,1,1,30,90.64,1
